id,name,symbol,ipoyear,sector,industry,exchange_id,created,modified
36,"Access National Corporation",ANCX,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
37,"Accuray Incorporated",ARAY,2007,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
38,"AcelRx Pharmaceuticals, Inc.",ACRX,2011,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
39,"Aceto Corporation",ACET,0,"Health Care","Other Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
40,"Achaogen, Inc.",AKAO,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
41,"Achieve Life Sciences, Inc.",ACHV,0,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
42,"Achillion Pharmaceuticals, Inc.",ACHN,2006,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
43,"ACI Worldwide, Inc.",ACIW,0,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
44,"Aclaris Therapeutics, Inc.",ACRS,2015,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
45,"ACNB Corporation",ACNB,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
46,"Acorda Therapeutics, Inc.",ACOR,2006,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
47,"Active Alts Contrarian ETF",SQZZ,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
48,"Activision Blizzard, Inc",ATVI,0,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
49,"Actua Corporation",ACTA,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
50,"Acxiom Corporation",ACXM,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
51,"Adamas Pharmaceuticals, Inc.",ADMS,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
52,"Adamis Pharmaceuticals Corporation",ADMP,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
53,"Adaptimmune Therapeutics plc",ADAP,2015,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
54,"Addus HomeCare Corporation",ADUS,2009,"Health Care","Medical/Nursing Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
55,"ADDvantage Technologies Group, Inc.",AEY,0,"Consumer Services","Office Equipment/Supplies/Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
56,"Adesto Technologies Corporation",IOTS,2015,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
57,"ADMA Biologics Inc",ADMA,0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
58,"Adobe Systems Incorporated",ADBE,1986,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
59,"ADOMANI, Inc.",ADOM,2017,"Capital Goods","Auto Parts:O.E.M.",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
60,"ADTRAN, Inc.",ADTN,1994,"Public Utilities","Telecommunications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
61,"Aduro Biotech, Inc.",ADRO,2015,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
62,"Advanced Accelerator Applications S.A.",AAAP,2015,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
63,"Advanced Emissions Solutions, Inc.",ADES,0,"Basic Industries","Major Chemicals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
64,"Advanced Energy Industries, Inc.",AEIS,1995,"Capital Goods","Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
65,"Advanced Micro Devices, Inc.",AMD,0,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
66,"Advaxis, Inc.",ADXS,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
67,"Advaxis, Inc.",ADXSW,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
68,"Adverum Biotechnologies, Inc.",ADVM,2014,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
69,"Aegion Corp",AEGN,0,"Basic Industries","Water Supply",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
70,"Aeglea BioTherapeutics, Inc.",AGLE,2016,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
71,"Aehr Test Systems",AEHR,1997,"Capital Goods","Electrical Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
72,"Aemetis, Inc",AMTX,0,"Basic Industries","Major Chemicals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
73,"Aerie Pharmaceuticals, Inc.",AERI,2013,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
74,"AeroVironment, Inc.",AVAV,2007,"Capital Goods",Aerospace,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
75,"AEterna Zentaris Inc.",AEZS,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
76,"Aethlon Medical, Inc.",AEMD,0,"Capital Goods","Biotechnology: Laboratory Analytical Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
77,"Aevi Genomic Medicine, Inc.",GNMX,0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
78,"Affimed N.V.",AFMD,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
79,"Agenus Inc.",AGEN,2000,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
80,"Agile Therapeutics, Inc.",AGRX,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
81,"Agilysys, Inc.",AGYS,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
82,"Agios Pharmaceuticals, Inc.",AGIO,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
83,"AGNC Investment Corp.",AGNC,2008,"Consumer Services","Real Estate Investment Trusts",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
84,"AGNC Investment Corp.",AGNCB,0,"Consumer Services","Real Estate Investment Trusts",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
85,"AGNC Investment Corp.",AGNCN,0,"Consumer Services","Real Estate Investment Trusts",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
86,"AgroFresh Solutions, Inc.",AGFS,2014,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
87,"AgroFresh Solutions, Inc.",AGFSW,2014,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
88,"Aileron Therapeutics, Inc.",ALRN,2017,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
89,"Aimmune Therapeutics, Inc.",AIMT,2015,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
90,"Air T, Inc.",AIRT,0,Transportation,"Air Freight/Delivery Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
91,"Air Transport Services Group, Inc",ATSG,0,Transportation,"Air Freight/Delivery Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
92,"Airgain, Inc.",AIRG,2016,Technology,"Radio And Television Broadcasting And Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
93,"AirMedia Group Inc",AMCN,2007,Technology,Advertising,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
94,"Akamai Technologies, Inc.",AKAM,1999,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
95,"Akari Therapeutics Plc",AKTX,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
96,"Akcea Therapeutics, Inc.",AKCA,2017,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
97,"Akebia Therapeutics, Inc.",AKBA,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
98,"Akers Biosciences Inc",AKER,2014,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
99,"Akorn, Inc.",AKRX,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
100,"Akoustis Technologies, Inc.",AKTS,0,"Public Utilities","Telecommunications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
101,"Alarm.com Holdings, Inc.",ALRM,2015,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
102,"Alaska Communications Systems Group, Inc.",ALSK,1999,"Public Utilities","Telecommunications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
103,"Albireo Pharma, Inc.",ALBO,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
104,"Alcentra Capital Corp.",ABDC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
105,"Alcobra Ltd.",ADHD,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
106,"Alder BioPharmaceuticals, Inc.",ALDR,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
107,"Aldeyra Therapeutics, Inc.",ALDX,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
108,"Alexion Pharmaceuticals, Inc.",ALXN,1996,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
109,"Alico, Inc.",ALCO,0,"Consumer Non-Durables",Farming/Seeds/Milling,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
110,"Align Technology, Inc.",ALGN,2001,"Health Care","Industrial Specialties",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
111,"Alimera Sciences, Inc.",ALIM,2010,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
112,"ALJ Regional Holdings, Inc.",ALJJ,0,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
113,"Alkermes plc",ALKS,1991,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
114,"Allegiance Bancshares, Inc.",ABTX,2015,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
115,"Allegiant Travel Company",ALGT,2006,Transportation,"Air Freight/Delivery Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
116,"Alliance Holdings GP, L.P.",AHGP,2006,Energy,"Coal Mining",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
117,"Alliance MMA, Inc.",AMMA,2016,"Consumer Services","Services-Misc. Amusement & Recreation",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
118,"Alliance Resource Partners, L.P.",ARLP,1999,Energy,"Coal Mining",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
119,"Allied Healthcare Products, Inc.",AHPI,1992,"Health Care","Industrial Specialties",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
120,"Allied Motion Technologies, Inc.",AMOT,0,"Capital Goods","Electrical Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
121,"Alliqua BioMedical, Inc.",ALQA,0,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
122,"Allot Communications Ltd.",ALLT,2006,Technology,"Computer Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
123,"Allscripts Healthcare Solutions, Inc.",MDRX,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
124,"Almost Family Inc",AFAM,0,"Health Care","Medical/Nursing Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
125,"Alnylam Pharmaceuticals, Inc.",ALNY,2004,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
126,"Alpha and Omega Semiconductor Limited",AOSL,2010,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
127,"Alphabet Inc.",GOOG,2004,Technology,"Computer Software: Programming, Data Processing",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
128,"Alphabet Inc.",GOOGL,0,Technology,"Computer Software: Programming, Data Processing",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
129,"AlphaMark Actively Managed Small Cap ETF",SMCP,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
130,"Alphatec Holdings, Inc.",ATEC,2006,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
131,"Alpine Immune Sciences, Inc.",ALPN,2015,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
132,"ALPS/Dorsey Wright Sector Momentum ETF",SWIN,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
133,"Altaba Inc.",AABA,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
134,"Altimmune, Inc.",ALT,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
135,"Altisource Portfolio Solutions S.A.",ASPS,0,"Consumer Services","Other Consumer Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
136,"Altra Industrial Motion Corp.",AIMC,2006,"Capital Goods","Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
137,"AMAG Pharmaceuticals, Inc.",AMAG,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
138,"Amarin Corporation plc",AMRN,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
139,"A-Mark Precious Metals, Inc.",AMRK,0,"Basic Industries","Other Specialty Stores",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
140,"Amazon.com, Inc.",AMZN,1997,"Consumer Services","Catalog/Specialty Distribution",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
141,"Ambac Financial Group, Inc.",AMBC,0,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
142,"Ambac Financial Group, Inc.",AMBCW,0,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
143,"Ambarella, Inc.",AMBA,2012,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
144,"AMC Networks Inc.",AMCX,0,"Consumer Services","Television Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
145,"Amdocs Limited",DOX,0,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
146,"Amedica Corporation",AMDA,2014,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
147,"Amedisys Inc",AMED,0,"Health Care","Medical/Nursing Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
148,Amerco,UHAL,0,"Consumer Services","Rental/Leasing Companies",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
149,"America First Multifamily Investors, L.P.",ATAX,0,Finance,"Finance: Consumer Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
150,"America Movil, S.A.B. de C.V.",AMOV,0,"Public Utilities","Telecommunications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
151,"American Airlines Group, Inc.",AAL,0,Transportation,"Air Freight/Delivery Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
152,"American Capital Senior Floating, Ltd.",ACSF,2014,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
153,"American Electric Technologies, Inc.",AETI,0,Energy,"Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
154,"American National Bankshares, Inc.",AMNB,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
155,"American National Insurance Company",ANAT,0,Finance,"Life Insurance",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
156,"American Outdoor Brands Corporation",AOBC,0,"Capital Goods","Ordnance And Accessories",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
157,"American Public Education, Inc.",APEI,2007,"Consumer Services","Other Consumer Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
158,"American Railcar Industries, Inc.",ARII,2006,"Capital Goods",Railroads,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
159,"American River Bankshares",AMRB,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
160,"American Software, Inc.",AMSWA,0,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
161,"American Superconductor Corporation",AMSC,1991,"Consumer Durables","Metal Fabrications",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
162,"American Woodmark Corporation",AMWD,1986,"Basic Industries","Forest Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
163,"America&#39;s Car-Mart, Inc.",CRMT,0,"Consumer Durables","Automotive Aftermarket",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
164,"Ameris Bancorp",ABCB,1994,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
165,"AMERISAFE, Inc.",AMSF,2005,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
166,"AmeriServ Financial Inc.",ASRV,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
167,"AmeriServ Financial Inc.",ASRVP,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
168,"Ames National Corporation",ATLO,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
169,"Amgen Inc.",AMGN,1983,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
170,"Amicus Therapeutics, Inc.",FOLD,2007,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
171,"Amkor Technology, Inc.",AMKR,1998,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
172,"Amphastar Pharmaceuticals, Inc.",AMPH,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
173,"Amplify Online Retail ETF",IBUY,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
174,"Amtech Systems, Inc.",ASYS,0,Technology,"Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
175,"AmTrust Financial Services, Inc.",AFSI,0,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
176,"Amyris, Inc.",AMRS,2010,"Basic Industries","Major Chemicals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
177,"Analog Devices, Inc.",ADI,0,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
178,"Analogic Corporation",ALOG,1972,"Capital Goods","Electrical Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
179,"AnaptysBio, Inc.",ANAB,2017,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
180,"Anavex Life Sciences Corp.",AVXL,0,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
181,"Anchor Bancorp",ANCB,2011,Finance,Banks,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
182,"Andina Acquisition Corp. II",ANDA,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
183,"Andina Acquisition Corp. II",ANDAR,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
184,"Andina Acquisition Corp. II",ANDAU,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
185,"Andina Acquisition Corp. II",ANDAW,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
186,"Angie&#39;s List, Inc.",ANGI,2011,"Consumer Services",Advertising,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
187,"AngioDynamics, Inc.",ANGO,2004,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
188,"ANI Pharmaceuticals, Inc.",ANIP,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
189,"Anika Therapeutics Inc.",ANIK,0,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
190,"ANSYS, Inc.",ANSS,1996,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
191,"Antares Pharma, Inc.",ATRS,0,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
192,"Anthera Pharmaceuticals, Inc.",ANTH,2010,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
193,"Aoxin Tianli Group, Inc.",ABAC,0,"Consumer Non-Durables",Farming/Seeds/Milling,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
194,"Apogee Enterprises, Inc.",APOG,0,"Capital Goods","Auto Parts:O.E.M.",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
195,"Apollo Endosurgery, Inc.",APEN,0,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
196,"Apollo Investment Corporation",AINV,2004,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
